high,low,open,close,Volume
23380.0,21154.0,22369.0,23380.0,171558731289
24132.0,21900.0,23990.0,24132.0,355130593438
24500.0,23000.0,24500.0,23750.0,116243610614
23900.0,22396.0,23899.0,22396.0,147396487939
22759.0,21611.0,22030.0,21800.0,160460955662
22775.0,21663.0,21663.0,22222.0,105108471441
22690.0,21213.0,22329.0,21711.0,94704416915
22600.0,21230.0,21230.0,22152.0,84459753618
22500.0,21600.0,22200.0,22000.0,74420152414
22190.0,20974.0,22044.0,20974.0,33668154952
20990.0,20589.0,20950.0,20589.0,48348581559
21098.0,20100.0,20100.0,20433.0,78098324923
20675.0,19626.0,19630.0,19774.0,256953164556
20716.0,19215.0,19215.0,20300.0,258400678419
20670.0,19396.0,20670.0,19396.0,52067197848
19764.0,18959.0,18959.0,18959.0,204299622680
19369.0,18067.0,19001.0,18067.0,43011029828
17990.0,17663.0,17663.0,17663.0,41758272527
18948.0,17144.0,18948.0,17144.0,32704380644
17780.0,16758.0,16758.0,16760.0,307153423242
17688.0,16847.0,16850.0,17688.0,266480026269
18502.0,17797.0,18450.0,18502.0,147485978169
19342.0,17597.0,19080.0,17650.0,178085015466
19174.0,17640.0,18661.0,18090.0,244312394281
18500.0,17700.0,18140.0,17999.0,88368855782
18280.0,17500.0,18000.0,18017.0,113659615418
18200.0,17073.0,18000.0,17073.0,58605495440
16455.0,16451.0,16455.0,16451.0,18961360160
16451.0,16214.0,16214.0,16214.0,46273701533
16600.0,15656.0,15656.0,16140.0,207334484416
16510.0,15993.0,16201.0,16200.0,75480972718
16879.0,16150.0,16207.0,16400.0,81178825665
16700.0,15548.0,16500.0,15548.0,84379571271
15246.0,15246.0,15246.0,15246.0,5979694644
15370.0,15171.0,15171.0,15171.0,150109247972
14850.0,14423.0,14426.0,14423.0,64171416289
15176.0,14500.0,14500.0,15176.0,237560517929
15847.0,14350.0,15847.0,15100.0,125724865814
15700.0,14745.0,15200.0,14850.0,90589316324
15892.0,15140.0,15140.0,15892.0,116797375466
16609.0,15840.0,15898.0,16230.0,90578271792
16822.0,16300.0,16500.0,16822.0,180538931871
17533.0,17033.0,17033.0,17533.0,76640193541
18377.0,17600.0,17900.0,18377.0,128646961814
19075.0,18400.0,18400.0,19075.0,133582902017
19499.0,17890.0,19000.0,17890.0,137179579388
19714.0,17850.0,17900.0,19714.0,350251938999
20255.0,19801.0,20250.0,20255.0,111129326991
21234.0,20631.0,21000.0,21234.0,123096754962
21785.0,20093.0,21785.0,20421.0,150195249037
21778.0,21050.0,21050.0,21778.0,237101647073
22672.0,21900.0,22030.0,22672.0,148926025682
23636.0,22962.0,23010.0,23620.0,83080745668
24444.0,22200.0,24408.0,24444.0,226884724229
25449.0,24663.0,24722.0,25449.0,309994079589
26000.0,23995.0,26000.0,23995.0,83359068597
23150.0,23150.0,23150.0,23150.0,25946728350
24700.0,22826.0,22826.0,22826.0,441300084610
22825.0,21920.0,22300.0,21920.0,29610809526
22150.0,21598.0,21598.0,21598.0,262660640409
22110.0,20556.0,20810.0,20621.0,234089815776
21904.0,20180.0,20861.0,21904.0,249694270939
22765.0,22001.0,22390.0,22765.0,248565303049
23560.0,21556.0,23494.0,22300.0,319401453876
23660.0,21902.0,23189.0,22995.0,214529693670
22960.0,22058.0,22960.0,22058.0,28553760719
21708.0,21708.0,21708.0,21708.0,28830134304
21348.0,21348.0,21348.0,21348.0,11094833124
21209.0,21209.0,21209.0,21209.0,6218097038
21131.0,21131.0,21131.0,21131.0,2610164513
21099.0,21099.0,21099.0,21099.0,1597510785
21079.0,21079.0,21079.0,21079.0,1378292573
21062.0,21062.0,21062.0,21062.0,680597468
21200.0,19945.0,19945.0,19945.0,121539872837
19179.0,19179.0,19179.0,19179.0,3474947115
19135.0,19135.0,19135.0,19135.0,442152445
19750.0,19130.0,19130.0,19130.0,300122045208
19960.0,18786.0,19150.0,19203.0,124313152103
