adx,DI_plus,DI_minus
26.5,25.13,8.42
27.97,24.17,8.1
29.62,23.13,7.75
32.16,27.23,7.19
35.31,29.18,6.64
39.45,28.64,6.25
43.69,28.53,5.92
48.27,32.45,5.27
52.4,30.64,4.97
56.59,30.05,4.72
59.12,28.97,4.84
58.95,26.4,10.29
58.65,25.08,10.22
57.84,23.61,11.4
56.77,22.53,10.88
56.3,25.55,10.12
55.83,24.14,9.56
54.76,23.3,9.23
54.78,33.71,7.6
54.8,31.54,6.8
54.74,28.73,6.15
54.21,26.51,5.68
53.69,25.34,5.43
53.14,24.67,5.19
48.15,20.24,19.64
45.65,18.25,21.8
43.4,16.85,20.85
41.32,17.54,19.72
40.28,25.99,17.21
39.9,33.27,15.0
39.59,31.5,13.86
39.45,31.71,13.15
37.23,29.82,15.34
34.91,29.02,14.92
32.51,28.33,14.88
31.13,34.89,13.09
29.76,32.61,12.24
29.1,38.55,10.87
33.17,36.65,9.58
36.72,34.22,8.95
37.42,27.6,18.25
38.46,25.21,16.67
38.47,23.64,15.63
37.11,22.08,15.06
36.0,22.74,14.13
34.72,21.5,13.33
34.11,20.71,12.84
34.15,23.75,12.07
34.33,23.04,11.42
34.2,25.98,10.21
34.47,27.28,9.28
34.4,28.75,8.35
34.15,27.64,8.02
34.2,29.75,7.6
36.45,28.34,8.97
36.93,26.24,15.03
37.41,24.96,14.3
38.01,24.2,13.83
38.09,23.23,14.12
38.39,24.09,13.65
38.24,22.71,14.7
37.37,22.04,14.57
37.18,25.67,13.51
34.11,22.74,23.02
31.19,21.19,25.04
27.78,20.55,23.79
25.57,18.38,30.04
21.97,21.01,25.11
18.5,24.28,22.74
17.22,25.83,21.43
16.51,27.38,19.37
16.09,27.27,17.65
14.97,23.5,19.71
13.06,21.68,21.28
12.25,24.03,19.63
13.45,34.41,15.75
13.89,31.18,14.27
15.56,28.5,17.47
16.35,26.93,18.23
17.25,26.53,17.69
16.98,25.88,17.18
17.78,25.19,16.72
17.63,22.53,23.05
17.05,21.48,21.97
15.91,20.5,20.97
14.67,21.26,19.6
14.33,20.28,18.69
15.04,18.81,23.4
16.11,16.4,27.31
15.23,14.88,24.77
14.63,13.66,24.75
16.09,11.62,30.18
18.0,10.86,29.33
19.25,12.55,27.65
20.8,11.63,28.37
22.67,10.52,28.72
25.71,10.73,27.4
27.87,13.2,25.28
29.19,16.01,23.81
30.6,15.18,24.67
31.37,16.92,22.87
31.67,16.34,22.09
31.5,15.65,24.81
31.33,15.08,23.9
31.43,14.2,26.49
30.42,13.51,25.2
28.77,15.05,24.0
27.87,14.3,23.77
27.33,13.35,27.28
26.64,12.39,26.83
26.15,11.69,25.31
26.54,11.27,24.41
27.32,12.49,23.46
28.13,11.87,24.75
29.58,11.29,23.55
32.42,9.47,32.34
34.71,9.06,30.95
37.0,8.74,29.85
36.45,16.73,26.46
34.67,21.39,23.79
33.92,20.04,25.7
32.87,19.62,24.06
31.69,17.33,24.83
30.33,16.53,23.68
29.22,15.93,24.53
28.33,15.29,25.14
27.96,14.73,24.77
27.49,13.81,24.9
27.53,12.92,27.22
25.8,13.63,25.61
24.07,13.22,24.83
22.86,12.31,27.19
23.94,11.85,26.16
26.58,10.78,26.54
25.88,21.97,23.13
25.72,24.44,20.8
25.09,23.14,19.36
24.75,22.92,17.64
25.9,32.71,14.9
27.12,31.24,12.93
28.12,29.18,12.68
30.07,38.65,10.94
31.51,34.93,9.88
33.32,33.45,9.47
34.65,31.59,10.79
34.36,29.5,14.67
34.87,34.61,13.19
35.06,32.15,12.25
38.24,31.49,11.3
40.83,29.87,11.55
42.78,28.45,13.31
44.53,27.68,12.57
43.85,26.39,14.87
43.13,26.4,13.83
42.66,26.04,13.14
40.74,24.94,13.72
39.22,26.35,12.83
37.69,24.96,12.15
36.13,23.71,13.56
35.34,22.65,14.34
34.32,25.23,13.42
33.32,23.77,12.56
31.91,22.14,12.62
32.51,32.69,10.14
34.12,34.99,9.09
35.63,32.89,8.55
37.83,30.95,8.04
38.92,28.26,10.32
37.61,23.0,17.16
35.95,21.17,18.86
33.9,20.23,18.02
31.47,18.68,18.87
29.73,19.1,18.03
28.76,20.23,16.91
27.22,19.4,16.21
25.5,18.65,16.26
24.04,18.06,15.75
22.13,24.61,14.45
19.8,23.8,13.97
17.79,25.12,13.34
15.31,23.91,14.64
12.68,22.39,18.45
12.33,21.79,17.95
12.97,23.03,17.1
14.45,26.35,15.32
16.39,24.61,13.94
18.16,23.22,13.16
19.78,23.08,11.96
21.08,20.71,11.89
22.52,20.08,11.53
24.18,20.6,11.08
24.47,19.97,10.74
24.61,19.34,10.87
25.05,21.92,10.15
26.77,25.91,9.06
29.77,24.84,7.93
32.77,24.09,7.69
32.06,20.43,18.5
30.53,19.07,17.27
29.06,18.86,16.37
27.59,18.03,15.65
25.76,16.62,18.78
24.26,15.76,17.82
22.4,17.08,16.73
20.33,16.38,16.05
19.21,19.71,14.73
17.92,18.19,14.9
15.79,17.46,15.23
13.35,19.12,14.4
10.34,18.47,15.27
7.38,18.22,14.86
8.15,19.12,13.93
9.44,20.91,13.07
10.4,20.26,13.35
11.73,21.61,12.79
13.89,25.47,11.87
16.26,25.57,11.15
18.99,24.58,10.71
21.01,23.2,12.69
23.39,30.27,10.69
27.3,40.47,8.68
31.44,37.85,8.11
35.57,42.67,6.97
40.32,46.03,6.28
43.95,42.85,10.41
47.09,40.24,10.16
49.86,40.86,9.62
52.81,39.32,9.26
56.0,45.89,8.03
58.41,42.98,7.52
60.85,45.21,6.94
63.59,47.98,6.03
67.17,44.9,5.14
69.8,50.57,4.2
71.24,43.69,3.59
72.81,40.11,2.86
74.2,50.01,2.27
75.44,52.34,1.76
77.77,47.31,1.59
80.19,44.55,1.5
80.71,39.8,7.24
81.35,40.05,6.83
81.57,40.1,6.2
82.1,40.97,5.13
82.42,37.72,4.72
82.42,36.7,4.6
80.06,33.47,12.27
76.28,31.34,16.24
72.05,29.76,17.62
68.17,32.37,16.54
63.96,30.89,15.78
59.53,29.7,15.48
55.74,33.54,14.24
52.36,35.75,13.15
50.6,32.98,12.65
48.72,31.13,11.94
47.1,33.71,11.07
44.41,30.48,13.06
40.7,27.99,16.5
36.36,25.34,17.99
34.28,24.18,17.07
33.25,23.26,16.38
32.66,22.59,15.91
32.25,25.57,14.84
31.85,23.97,13.85
31.51,22.76,13.14
30.69,22.42,12.35
28.13,19.92,16.21
26.11,17.21,23.89
24.08,16.38,22.74
21.88,15.64,23.28
20.2,15.94,22.27
18.92,18.09,21.2
18.18,17.98,20.52
17.79,17.19,21.76
17.46,16.44,21.24
17.41,15.71,22.0
16.01,17.95,20.64
14.42,20.95,19.18
13.5,23.12,17.44
11.81,21.96,19.75
11.1,20.69,20.81
10.39,22.89,20.14
9.53,20.97,22.77
8.15,21.24,21.1
6.99,20.22,20.09
6.44,19.74,19.62
6.85,23.47,18.32
6.21,21.0,19.89
5.49,20.02,18.96
4.84,20.88,17.97
4.49,18.93,19.78
4.34,17.95,18.76
4.35,23.0,17.25
5.1,21.84,15.91
6.19,20.56,15.01
8.35,28.25,13.12
11.01,28.23,11.73
13.97,25.55,10.48
17.8,30.69,9.17
21.64,29.06,8.69
23.56,26.84,11.68
26.18,25.88,11.26
27.16,23.84,17.09
27.8,22.83,16.37
27.9,20.71,22.21
27.99,19.31,20.7
27.98,24.79,18.67
27.9,23.75,17.67
28.49,26.47,16.28
26.02,22.26,21.35
23.22,21.08,20.22
20.75,21.94,19.0
18.13,25.21,17.78
15.06,23.55,18.89
13.46,23.65,16.81
11.87,22.54,15.92
11.47,21.28,17.13
11.04,20.33,16.46
11.33,18.34,21.28
12.0,17.18,22.3
12.71,15.78,25.72
12.88,17.16,24.23
12.4,16.45,23.22
12.78,18.98,22.01
13.16,18.32,21.25
13.59,17.66,23.03
12.5,22.41,21.46
13.62,31.4,18.19
15.18,35.76,15.8
16.47,31.69,15.18
17.79,28.25,15.45
19.13,26.85,14.69
20.55,25.35,14.47
21.58,24.41,13.93
22.08,25.53,13.46
23.4,27.24,12.95
24.75,26.64,12.51
25.62,24.39,16.43
26.15,22.4,16.61
26.92,24.29,14.9
28.48,22.95,14.08
28.7,24.84,13.44
27.73,24.21,14.47
26.74,23.21,15.03
25.8,21.81,15.76
24.98,21.02,14.69
24.29,20.41,14.27
22.79,18.85,16.59
20.69,17.96,17.4
21.63,13.31,38.56
22.81,11.95,38.49
25.3,10.89,36.83
27.84,11.58,35.12
29.83,11.05,34.79
31.3,12.69,33.02
32.35,12.38,32.23
33.91,11.91,33.1
35.75,11.47,31.87
37.96,11.13,30.91
39.31,13.48,29.05
40.01,14.82,26.1
41.18,15.49,24.63
42.89,14.36,24.19
41.24,13.78,23.21
39.35,13.41,22.91
37.33,13.17,22.5
36.08,12.26,24.24
34.72,11.81,23.36
33.43,13.25,22.73
32.3,12.64,22.84
31.38,11.79,24.04
30.58,11.16,23.61
29.78,10.83,22.93
30.91,9.46,30.39
32.69,8.68,27.87
33.84,10.63,24.09
33.28,15.19,21.74
32.43,15.72,20.62
30.96,17.24,19.31
29.5,16.67,18.67
27.6,16.16,18.33
25.54,18.81,17.39
24.0,18.38,16.69
22.28,18.02,16.41
21.62,24.8,14.87
20.36,23.32,16.16
18.23,21.73,19.3
14.9,20.97,18.62
11.98,22.73,17.97
10.57,24.98,16.99
10.97,25.82,16.07
10.68,24.3,20.13
10.95,23.12,19.14
10.69,21.72,20.81
10.37,20.15,20.86
10.63,22.45,19.3
10.73,20.67,18.21
11.38,22.48,17.07
10.43,21.1,16.68
10.56,23.32,15.54
11.57,22.3,14.86
12.31,20.92,15.05
11.57,19.04,19.56
10.3,18.34,18.84
9.6,16.91,22.12
11.03,14.67,26.93
11.34,17.27,22.77
11.67,23.75,20.74
11.96,22.36,19.93
12.06,22.78,18.99
12.41,22.92,18.3
11.72,21.79,20.11
11.41,20.04,23.18
10.48,18.92,21.77
9.43,18.61,20.71
8.65,17.99,20.02
8.72,19.75,18.84
10.04,24.65,16.46
9.14,22.2,21.89
7.08,20.87,20.58
6.15,19.85,19.58
6.28,18.69,22.22
6.49,17.84,21.22
7.57,16.03,26.3
8.51,14.99,24.59
9.3,17.02,23.07
8.82,20.55,20.32
8.36,19.24,19.02
8.0,18.42,18.32
7.85,17.49,18.7
7.92,16.82,17.99
6.72,16.49,17.51
7.19,15.92,18.44
7.47,16.08,17.64
8.59,14.71,20.45
10.78,12.51,28.69
13.28,11.32,28.84
14.4,11.85,27.67
16.17,10.98,32.03
19.22,9.81,36.71
23.31,9.29,34.76
25.99,13.98,31.2
28.25,14.5,28.08
30.7,13.82,30.45
33.41,12.82,30.84
36.14,12.15,29.23
39.01,11.15,31.32
42.37,10.17,31.92
44.9,9.53,29.92
43.91,16.03,27.02
42.64,14.82,25.13
42.11,13.2,26.0
41.95,11.63,32.01
41.16,10.85,29.86
39.97,11.64,27.95
38.12,19.58,25.03
36.56,19.49,23.86
35.07,18.16,25.45
33.14,17.92,23.88
31.71,16.22,25.02
31.6,13.49,36.34
31.18,12.6,33.96
30.78,11.8,31.93
32.24,11.16,30.19
33.26,12.22,28.54
33.91,11.48,27.91
33.55,11.06,26.88
34.27,9.5,34.44
35.38,8.79,31.88
35.53,19.24,25.64
35.19,21.37,23.8
34.38,19.87,22.13
33.82,23.12,20.37
32.74,21.68,19.1
29.72,19.93,18.59
26.46,19.21,19.1
23.82,21.7,18.12
22.25,26.5,16.22
21.1,24.78,15.17
19.85,24.11,14.76
17.69,22.81,18.1
14.84,23.57,16.76
12.07,19.79,28.43
12.51,18.58,28.16
13.48,18.34,26.95
14.18,18.95,25.74
14.29,20.41,23.84
14.39,19.41,22.67
14.5,19.77,21.88
14.9,19.02,21.38
14.81,22.77,19.5
13.64,21.47,18.39
12.33,19.64,21.99
11.02,18.78,21.03
10.62,17.97,20.26
9.91,21.11,18.37
9.19,20.59,17.57
7.94,19.63,18.5
7.54,22.47,17.17
7.41,21.36,16.32
7.48,20.35,17.05
7.86,21.36,16.43
8.43,20.74,15.95
9.76,24.58,14.92
11.3,24.83,13.58
11.84,22.7,16.67
11.79,21.4,19.39
12.15,22.59,18.2
12.26,21.78,18.77
13.43,26.91,16.7
14.54,25.84,16.03
16.33,27.07,15.24
17.17,25.86,15.49
18.0,24.73,14.82
20.54,32.92,12.68
22.78,30.84,11.88
25.15,30.12,11.11
26.8,29.77,10.56
28.44,31.35,9.86
30.9,29.35,9.84
34.1,28.16,9.44
37.08,28.38,8.87
40.66,30.12,8.09
43.92,38.2,7.0
47.18,35.91,6.58
49.98,34.52,6.77
53.34,37.84,6.15
56.69,35.39,5.75
58.7,33.61,5.35
60.78,32.87,5.01
63.13,38.44,4.5
65.38,35.64,4.17
66.07,33.75,7.96
66.84,32.66,7.99
66.21,28.76,12.07
65.31,26.88,11.56
64.21,26.89,10.92
62.3,26.02,10.57
58.01,23.0,19.21
53.85,21.33,17.81
49.96,23.19,16.24
47.13,26.95,13.78
44.89,30.08,12.52
42.97,30.95,11.28
40.65,29.01,10.57
38.63,30.51,9.95
37.28,27.54,11.01
36.03,25.44,10.09
35.84,23.06,10.3
36.42,26.33,9.28
36.82,25.16,8.87
36.71,23.59,9.93
37.71,21.48,13.48
38.7,20.54,12.89
40.27,26.31,11.38
41.37,28.7,10.17
41.83,27.59,9.78
41.22,26.13,11.71
40.83,26.26,10.96
38.96,24.48,14.82
37.07,22.54,16.14
35.52,23.09,14.91
33.91,21.89,15.96
31.32,20.94,16.6
29.27,22.31,15.12
28.35,24.74,13.97
27.75,23.0,17.16
27.49,23.75,16.07
27.16,29.45,14.17
25.2,26.48,17.57
23.25,24.41,16.19
21.11,22.89,19.44
18.87,22.65,18.61
17.93,22.1,17.58
18.16,24.45,16.35
18.77,27.7,14.9
19.95,26.13,13.43
22.28,30.58,11.83
24.36,31.46,10.96
26.02,31.48,10.18
28.38,29.19,10.35
30.41,27.99,9.93
31.46,27.94,9.39
33.56,26.93,9.05
36.21,30.94,8.39
39.72,28.96,7.85
43.14,28.16,7.58
44.51,25.34,13.45
43.83,21.66,17.61
42.42,19.23,15.63
40.68,18.08,15.48
38.24,17.78,14.54
35.5,16.79,13.73
32.34,15.73,13.72
30.0,16.67,12.35
27.66,16.0,11.86
25.17,15.51,11.49
22.26,14.65,12.27
18.69,13.83,11.93
15.58,14.56,11.03
12.11,13.83,11.54
11.35,12.21,18.31
13.55,10.72,25.67
15.72,9.9,23.52
18.08,9.15,21.75
20.28,8.7,20.68
21.06,12.83,19.64
22.07,12.35,18.9
22.67,11.84,19.04
22.17,19.88,17.0
21.86,19.76,15.98
21.43,18.25,17.23
20.98,17.15,16.79
20.29,16.28,17.66
20.55,21.0,16.28
20.62,23.09,15.06
18.6,20.83,16.13
16.59,19.02,14.73
16.25,25.2,11.87
15.95,23.06,10.73
17.47,24.77,10.05
19.36,26.3,9.37
22.06,33.68,8.12
25.87,31.46,7.58
29.8,33.27,6.91
33.3,29.12,9.23
36.93,27.21,8.63
39.85,25.58,9.72
40.81,23.67,13.86
41.3,23.62,13.3
41.34,22.1,16.93
40.6,20.5,19.56
38.65,21.27,17.89
36.65,20.23,17.02
33.93,19.0,17.49
31.12,19.41,16.52
27.31,17.82,20.87
23.51,17.09,20.02
21.25,14.68,29.83
20.4,13.04,30.41
19.5,12.25,28.02
18.27,14.74,26.04
17.98,15.1,23.64
17.55,14.6,22.85
17.79,15.7,21.96
18.48,16.77,21.3
18.04,19.06,20.07
17.44,19.38,19.32
17.93,22.57,18.11
17.51,20.42,21.34
17.12,18.85,19.76
17.75,25.11,17.91
16.72,25.19,16.94
15.14,23.85,16.6
13.17,22.41,17.75
11.68,21.67,18.89
10.68,21.33,18.16
10.54,25.33,16.87
9.59,22.63,21.15
8.98,21.77,20.35
9.26,22.15,19.46
9.53,20.79,22.46
9.02,19.61,21.18
9.49,22.75,19.1
9.94,21.34,17.92
9.64,21.79,16.95
9.73,23.57,15.43
10.12,23.77,14.76
10.79,22.59,14.73
11.42,21.46,15.65
12.06,20.77,14.74
11.94,20.09,13.89
13.0,19.22,13.29
14.52,20.75,12.54
14.09,18.53,18.72
14.02,17.53,18.56
14.95,15.87,22.26
15.52,15.1,21.18
15.06,17.6,18.44
14.28,17.16,17.71
15.57,31.8,13.98
16.98,32.41,12.9
18.55,30.78,12.26
20.97,33.38,11.27
24.04,40.11,10.04
27.1,38.46,9.3
30.39,38.4,8.31
33.12,36.55,8.33
36.92,33.24,10.01
40.86,34.58,9.19
43.81,32.18,8.55
45.97,30.43,10.96
49.19,29.59,10.57
52.63,30.15,10.1
53.18,28.67,10.44
53.48,27.96,10.03
51.38,25.06,19.05
48.26,23.38,20.75
45.55,27.08,17.34
43.92,33.7,15.05
40.8,30.14,19.77
37.79,28.27,18.55
35.54,27.82,17.73
33.07,27.17,16.86
30.6,26.38,16.36
27.96,24.91,20.33
25.3,23.91,19.52
21.82,22.62,22.14
19.0,21.47,24.77
16.07,25.03,22.09
15.97,25.97,20.33
15.65,23.93,23.21
14.2,22.14,21.48
11.71,20.35,21.8
10.93,18.36,22.38
10.15,17.13,20.89
8.74,18.56,19.45
7.17,19.13,18.58
6.56,23.47,17.41
6.16,21.93,20.02
5.76,20.9,19.08
6.11,19.11,21.53
5.9,21.76,20.03
5.52,19.96,20.38
4.73,18.89,19.28
5.46,17.48,22.17
6.82,16.16,24.47
8.4,15.0,25.32
9.31,15.43,24.45
9.62,17.45,23.26
11.0,16.4,25.45
13.22,14.81,29.12
14.75,13.75,29.42
15.87,17.38,26.16
17.08,15.87,24.54
18.18,15.14,23.4
18.82,16.85,21.88
19.23,22.71,19.81
20.17,24.46,18.36
20.35,23.71,17.8
19.47,22.17,18.8
18.12,21.24,18.59
16.68,20.08,21.06
15.77,20.95,20.29
14.78,22.16,18.98
13.16,21.93,17.95
11.79,23.84,16.86
11.13,21.97,17.65
10.23,20.69,17.31
9.64,21.24,16.31
9.94,21.8,15.42
11.38,24.98,14.36
12.74,26.94,13.47
13.72,25.18,14.17
14.97,23.73,14.04
16.59,24.59,13.41
20.36,36.63,10.61
24.6,38.04,9.21
28.55,36.27,8.24
32.33,33.6,7.64
35.61,31.17,7.08
39.55,32.11,6.54
43.91,34.03,6.04
48.13,35.06,5.64
52.57,42.44,4.9
56.31,37.87,4.37
59.59,35.74,4.13
63.64,43.0,3.58
67.85,39.47,3.29
71.39,35.84,4.2
70.85,31.81,11.33
69.91,29.77,10.49
68.77,27.85,10.02
68.15,30.27,8.99
67.52,28.75,8.53
66.91,29.6,7.99
66.17,29.21,7.41
65.97,35.33,6.36
65.27,33.39,6.01
64.0,31.4,7.47
62.93,32.64,7.1
61.27,30.63,7.3
60.31,37.74,6.36
56.73,28.7,15.83
55.41,24.55,13.54
54.05,22.75,12.55
52.86,21.86,11.68
51.15,21.0,11.22
48.87,20.15,12.8
46.43,19.6,12.2
43.88,18.83,11.59
40.84,19.56,11.26
36.78,18.24,14.12
33.15,17.11,13.79
31.04,25.18,12.21
29.58,27.42,11.45
27.71,28.73,10.94
27.64,26.58,14.94
27.11,24.46,15.8
26.58,23.15,14.95
25.95,22.37,14.45
25.02,21.25,14.98
24.88,21.46,14.19
24.69,20.45,13.47
25.65,26.26,12.02
26.96,28.19,10.59
27.98,25.59,14.74
29.13,24.1,13.88
29.36,28.35,12.76
29.14,26.53,11.94
28.08,24.46,13.14
28.23,23.46,12.6
28.93,22.94,11.99
29.64,22.21,11.61
29.0,20.63,16.0
28.43,19.48,16.18
28.43,22.8,15.06
29.07,25.74,14.01
28.03,23.27,14.67
25.66,22.07,17.25
24.82,18.54,25.1
24.58,16.59,26.8
22.29,21.87,24.62
19.64,22.58,22.96
17.53,21.67,21.88
15.41,21.14,21.34
14.96,30.7,18.38
14.53,28.13,16.76
15.72,28.58,15.63
17.16,27.27,14.91
17.84,26.64,14.32
17.0,24.06,16.84
16.64,23.15,16.21
16.5,21.63,17.56
15.91,20.51,17.93
14.38,19.34,18.56
14.33,18.07,20.11
14.44,18.22,19.11
14.58,17.49,18.33
15.12,16.65,19.59
14.19,15.63,19.93
12.82,16.68,18.87
11.33,19.94,16.88
9.83,19.1,16.17
8.27,19.1,16.17
8.89,25.47,14.87
9.66,25.18,14.05
10.39,23.54,15.48
11.56,23.94,14.95
13.78,27.42,13.75
15.78,25.9,12.98
17.17,24.27,15.56
18.14,22.52,16.31
18.88,22.42,15.45
19.33,21.62,14.9
19.15,19.99,18.6
19.17,18.06,21.45
19.86,16.15,23.23
19.97,17.72,21.62
18.67,17.32,20.34
17.69,16.61,22.35
16.98,17.24,21.35
17.04,15.7,25.54
16.37,14.97,24.37
14.33,20.37,22.34
12.99,22.62,21.24
12.38,22.9,19.69
11.21,21.14,20.34
10.4,19.86,22.9
11.14,18.44,24.43
12.72,16.14,30.41
14.63,13.0,34.01
17.11,11.3,29.58
19.73,10.82,28.31
22.63,9.62,33.39
26.4,8.49,37.89
29.22,7.98,35.64
32.21,7.34,35.46
36.57,6.86,33.15
40.61,8.04,31.83
42.27,14.85,28.05
43.61,17.47,26.62
45.2,16.16,29.54
46.38,15.16,28.52
46.17,15.12,26.68
45.23,14.18,27.32
44.08,14.35,25.79
42.92,13.8,24.8
40.35,15.75,23.29
36.53,17.92,21.9
33.97,16.06,28.24
31.66,14.84,29.71
29.29,14.12,27.73
27.5,13.34,27.44
27.84,12.76,26.85
28.25,14.72,25.3
27.96,14.24,23.86
27.83,13.39,24.23
27.6,13.67,22.51
25.91,17.87,20.95
24.44,16.84,19.75
22.58,17.76,18.65
21.89,21.14,17.4
22.02,20.95,16.51
20.27,19.48,18.35
20.62,32.14,14.38
21.4,32.56,12.82
22.88,39.29,11.32
24.7,42.12,10.19
27.17,38.84,9.4
29.79,36.59,8.6
32.16,34.64,8.14
34.83,33.21,7.8
38.12,31.69,9.48
42.74,46.19,7.34
47.75,42.8,6.8
51.31,39.98,10.13
54.75,38.73,9.69
58.97,39.38,9.22
60.77,38.93,8.7
62.42,39.92,8.03
63.91,48.46,6.57
64.98,44.58,6.05
65.68,41.04,7.02
66.53,42.29,6.34
67.52,42.34,5.85
68.39,40.24,5.98
69.89,40.36,5.78
68.77,36.22,9.97
66.99,33.03,11.69
67.14,40.6,9.62
67.54,41.88,8.73
67.78,39.97,8.33
67.97,38.67,7.91
68.51,45.31,6.73
67.24,36.93,9.73
65.97,34.64,9.12
63.55,31.2,14.39
61.32,32.05,12.88
59.12,31.72,12.06
57.05,30.23,11.4
54.08,28.05,14.01
52.41,26.97,13.48
51.48,26.68,12.9
49.82,27.85,12.37
46.07,24.94,19.2
42.42,20.99,28.06
38.74,19.64,26.26
33.86,21.64,24.36
30.12,20.33,22.89
26.94,26.67,20.19
26.33,31.88,17.81
24.16,27.82,21.71
21.84,25.97,20.26
19.4,24.13,19.3
17.4,22.66,20.36
15.4,22.03,19.79
13.49,22.23,18.92
11.09,21.16,19.21
10.53,20.09,22.31
9.65,20.1,20.96
8.89,21.46,19.9
8.54,19.89,20.31
8.2,19.85,19.4
7.29,19.42,18.97
5.66,18.6,20.76
4.91,19.75,19.04
4.08,18.7,18.95
3.48,18.21,19.22
4.14,16.77,22.49
4.45,17.3,21.04
3.94,20.26,19.88
4.75,25.0,18.05
5.53,23.47,16.95
6.75,23.61,16.0
7.86,22.8,15.44
10.03,27.3,14.22
12.2,26.0,13.55
15.03,29.19,12.27
17.97,31.26,11.39
21.74,35.36,10.39
25.64,32.85,9.46
29.39,31.33,9.03
32.42,31.43,8.62
35.47,29.94,9.32
39.63,33.1,8.51
42.85,33.0,7.93
43.41,28.47,17.48
43.74,26.41,16.21
44.31,26.61,15.25
43.99,25.61,14.71
42.91,24.23,17.41
40.94,22.53,17.29
38.55,21.25,16.3
36.02,22.55,15.27
33.9,24.31,14.42
32.06,24.99,13.59
29.38,23.63,15.93
26.79,22.35,16.13
23.88,22.34,15.41
20.87,21.54,14.61
21.51,16.49,32.65
22.56,13.22,29.87
23.81,11.6,30.28
25.07,10.54,27.56
26.7,11.43,26.17
28.65,11.06,26.13
30.09,12.48,24.98
31.1,12.02,24.05
32.35,11.16,28.02
34.05,9.83,32.29
35.6,12.9,30.88
35.7,19.53,27.84
35.64,18.59,26.5
35.63,17.76,26.11
34.97,16.34,26.42
33.89,15.91,25.72
32.2,16.23,24.81
30.9,15.21,26.18
29.7,15.61,24.67
29.11,14.45,28.16
29.06,13.6,26.83
29.51,12.61,29.18
29.69,11.34,30.3
28.64,12.15,27.47
29.36,10.72,33.19
33.17,7.69,44.89
36.97,6.8,39.73
39.73,9.98,37.28
42.46,9.21,38.87
45.18,8.76,36.96
47.73,9.9,35.7
49.48,10.85,33.45
49.59,18.57,30.3
49.04,17.15,28.32
48.54,16.24,27.46
48.03,15.48,30.38
47.62,14.19,32.94
48.13,12.97,34.97
47.2,14.53,32.45
44.36,15.91,30.18
41.51,15.0,28.45
39.71,14.09,27.65
37.19,15.33,26.33
35.36,14.24,30.33
34.23,12.85,30.56
33.37,12.7,28.88
34.75,11.79,29.84
35.01,14.69,26.22
34.1,18.25,23.72
31.81,21.42,21.61
29.07,19.64,20.17
25.89,18.87,19.38
23.49,20.29,18.51
21.73,19.88,17.54
19.96,18.98,16.74
18.11,18.38,16.14
18.13,25.12,14.53
17.46,23.48,13.58
16.95,25.29,12.53
16.58,24.17,11.98
15.69,23.17,12.25
16.09,23.51,11.66
17.57,22.46,11.11
19.07,21.29,13.75
20.56,20.54,13.1
22.04,19.97,12.74
21.8,18.45,18.88
21.43,17.1,17.5
21.17,17.66,16.77
21.29,16.37,19.26
21.14,14.69,24.28
