madc,signal,histogram
-220.82,-174.19,-46.63
-222.65,-183.88,-38.77
-220.86,-191.28,-29.59
-240.08,-201.04,-39.04
-249.87,-210.8,-39.07
-248.27,-218.3,-29.97
-228.36,-220.31,-8.05
-209.34,-218.12,8.77
-192.87,-213.07,20.2
-157.92,-202.04,44.12
-131.34,-187.9,56.56
-117.11,-173.74,56.63
-101.41,-159.27,57.86
-94.79,-146.38,51.58
-97.12,-136.53,39.41
-92.76,-127.77,35.02
-81.82,-118.58,36.76
-58.09,-106.48,48.39
-35.91,-92.37,56.46
-19.31,-77.76,58.45
-14.79,-65.16,50.37
-11.15,-54.36,43.21
-11.77,-45.84,34.07
-10.24,-38.72,28.49
-8.25,-32.63,24.38
-10.24,-28.15,17.91
-17.61,-26.04,8.43
-20.17,-24.87,4.7
-14.18,-22.73,8.55
-24.94,-23.17,-1.77
-40.47,-26.63,-13.84
-48.39,-30.98,-17.4
-52.64,-35.31,-17.33
-53.49,-38.95,-14.54
-65.8,-44.32,-21.48
-70.38,-49.53,-20.85
-69.74,-53.57,-16.17
-65.51,-55.96,-9.55
-56.59,-56.09,-0.5
-38.71,-52.61,13.9
-27.25,-47.54,20.29
-19.29,-41.89,22.6
-14.64,-36.44,21.8
-16.56,-32.46,15.91
-36.72,-33.31,-3.4
-61.42,-38.94,-22.48
-87.77,-48.7,-39.07
-92.58,-57.48,-35.1
-97.78,-65.54,-32.24
-105.55,-73.54,-32.01
-108.51,-80.54,-27.97
-118.5,-88.13,-30.37
-118.04,-94.11,-23.93
-124.02,-100.09,-23.92
-130.8,-106.23,-24.57
-143.47,-113.68,-29.79
-134.44,-117.83,-16.61
-117.28,-117.72,0.44
-95.57,-113.29,17.72
-73.81,-105.4,31.58
-66.02,-97.52,31.5
-57.78,-89.57,31.79
-46.77,-81.01,34.24
-42.98,-73.41,30.42
-39.06,-66.54,27.48
-26.19,-58.47,32.28
-13.59,-49.49,35.9
-10.85,-41.76,30.91
15.79,-30.25,46.05
31.84,-17.83,49.68
46.94,-4.88,51.82
55.21,7.14,48.07
68.09,19.33,48.76
72.87,30.04,42.83
75.98,39.23,36.75
82.74,47.93,34.81
86.83,55.71,31.12
93.51,63.27,30.24
93.57,69.33,24.24
102.45,75.95,26.5
103.37,81.44,21.94
99.34,85.02,14.32
92.87,86.59,6.28
88.82,87.03,1.78
84.54,86.54,-1.99
87.03,86.64,0.4
104.3,90.17,14.13
126.03,97.34,28.69
138.86,105.64,33.21
148.68,114.25,34.43
161.29,123.66,37.63
164.4,131.81,32.59
160.28,137.5,22.78
158.84,141.77,17.07
157.28,144.87,12.41
152.02,146.3,5.72
151.6,147.36,4.24
149.34,147.76,1.58
155.75,149.36,6.4
180.84,155.65,25.19
198.29,164.18,34.11
211.09,173.56,37.53
219.97,182.84,37.12
227.43,191.76,35.67
233.26,200.06,33.2
232.94,206.64,26.3
227.72,210.85,16.87
214.6,211.6,2.99
211.18,211.52,-0.34
201.75,209.56,-7.81
185.02,204.66,-19.64
170.48,197.82,-27.34
154.02,189.06,-35.04
142.19,179.69,-37.5
125.11,168.77,-43.66
115.3,158.08,-42.78
96.9,145.84,-48.94
83.65,133.4,-49.75
89.23,124.57,-35.34
89.63,117.58,-27.95
78.26,109.72,-31.46
65.15,100.8,-35.65
63.77,93.4,-29.63
57.94,86.31,-28.37
57.99,80.64,-22.65
54.39,75.39,-21.01
43.31,68.97,-25.66
35.54,62.29,-26.75
29.69,55.77,-26.07
30.33,50.68,-20.35
33.47,47.24,-13.77
33.83,44.56,-10.73
29.91,41.63,-11.71
25.77,38.46,-12.69
29.69,36.7,-7.01
27.58,34.88,-7.3
28.17,33.54,-5.36
27.5,32.33,-4.83
34.17,32.7,1.47
37.5,33.66,3.84
49.41,36.81,12.6
62.96,42.04,20.92
73.18,48.27,24.91
82.01,55.02,26.99
64.13,56.84,7.29
45.55,54.58,-9.03
34.75,50.61,-15.86
26.81,45.85,-19.04
15.47,39.78,-24.31
10.42,33.91,-23.49
16.12,30.35,-14.23
19.08,28.09,-9.01
21.02,26.68,-5.66
26.89,26.72,0.17
30.26,27.43,2.83
37.81,29.51,8.31
40.17,31.64,8.53
44.38,34.19,10.2
57.59,38.87,18.72
67.31,44.56,22.75
71.08,49.86,21.22
67.49,53.39,14.11
67.22,56.15,11.06
63.45,57.61,5.84
54.89,57.07,-2.17
49.49,55.55,-6.07
48.89,54.22,-5.33
40.25,51.43,-11.18
33.98,47.94,-13.95
29.9,44.33,-14.43
30.83,41.63,-10.8
30.73,39.45,-8.72
34.98,38.56,-3.57
40.64,38.97,1.66
67.06,44.59,22.47
82.33,52.14,30.2
95.2,60.75,34.45
148.61,78.32,70.29
215.04,105.67,109.38
265.63,137.66,127.97
317.64,173.66,143.99
337.65,206.45,131.19
345.16,234.2,110.97
359.17,259.19,99.98
371.31,281.61,89.69
407.7,306.83,100.87
445.41,334.55,110.87
467.42,361.12,106.3
483.62,385.62,98.0
517.13,411.92,105.2
553.01,440.14,112.87
562.01,464.52,97.5
565.26,484.66,80.6
600.78,507.89,92.89
613.21,528.95,84.26
640.37,551.24,89.13
688.33,578.65,109.67
697.74,602.47,95.27
694.62,620.9,73.72
694.95,635.71,59.24
719.03,652.38,66.65
704.32,662.76,41.56
705.04,671.22,33.82
717.34,680.45,36.9
739.34,692.22,47.12
702.9,694.36,8.54
684.39,692.37,-7.98
634.07,680.71,-46.63
578.85,660.33,-81.49
529.02,634.07,-105.06
497.59,606.78,-109.18
454.07,576.23,-122.16
412.21,543.43,-131.22
392.54,513.25,-120.71
373.87,485.38,-111.51
339.68,456.24,-116.56
313.76,427.74,-113.98
296.62,401.52,-104.9
282.92,377.8,-94.88
273.87,357.01,-83.14
268.35,339.28,-70.93
268.79,325.18,-56.39
246.27,309.4,-63.13
219.56,291.43,-71.87
200.38,273.22,-72.84
153.74,249.32,-95.58
118.55,223.17,-104.62
84.71,195.48,-110.77
70.81,170.54,-99.73
61.51,148.74,-87.22
56.09,130.21,-74.12
49.67,114.1,-64.43
43.55,99.99,-56.44
48.19,89.63,-41.44
61.74,84.05,-22.31
79.32,83.11,-3.79
79.95,82.47,-2.53
86.93,83.36,3.56
105.23,87.74,17.49
108.64,91.92,16.72
105.71,94.68,11.03
95.4,94.82,0.58
77.9,91.44,-13.54
63.32,85.81,-22.49
61.55,80.96,-19.41
58.6,76.49,-17.89
59.37,73.07,-13.69
48.81,68.22,-19.4
52.19,65.01,-12.82
64.7,64.95,-0.24
83.68,68.7,14.99
117.94,78.54,39.4
176.5,98.14,78.37
213.99,121.31,92.68
235.83,144.21,91.62
247.8,164.93,82.87
263.16,184.58,78.58
277.97,203.25,74.72
280.91,218.79,62.12
273.3,229.69,43.61
237.08,231.17,5.92
206.34,226.2,-19.86
175.46,216.05,-40.59
142.61,201.36,-58.75
121.64,185.42,-63.78
108.19,169.97,-61.78
98.45,155.67,-57.22
99.43,144.42,-44.99
104.63,136.46,-31.83
99.09,128.99,-29.9
77.81,118.75,-40.95
72.87,109.58,-36.7
61.75,100.01,-38.26
59.42,91.89,-32.47
55.03,84.52,-29.49
77.32,83.08,-5.76
74.92,81.45,-6.53
79.57,81.07,-1.5
93.79,83.62,10.18
108.92,88.68,20.24
138.86,98.71,40.14
96.97,98.37,-1.39
73.8,93.45,-19.65
50.64,84.89,-34.25
49.78,77.87,-28.09
47.26,71.75,-24.48
60.14,69.43,-9.29
76.64,70.87,5.77
84.73,73.64,11.09
91.24,77.16,14.08
96.24,80.98,15.26
103.71,85.52,18.19
82.82,84.98,-2.16
49.7,77.93,-28.23
-57.81,50.78,-108.59
-125.45,15.53,-140.98
-204.0,-28.37,-175.62
-236.17,-69.93,-166.24
-245.35,-105.01,-140.34
-249.51,-133.91,-115.6
-248.88,-156.91,-91.97
-221.81,-169.89,-51.92
-194.6,-174.83,-19.77
-207.06,-181.28,-25.78
-227.32,-190.48,-36.84
-225.01,-197.39,-27.62
-204.39,-198.79,-5.6
-194.4,-197.91,3.52
-176.36,-193.6,17.24
-181.75,-191.23,9.48
-178.35,-188.65,10.3
-181.25,-187.17,5.92
-178.74,-185.49,6.75
-167.24,-181.84,14.6
-162.92,-178.05,15.14
-124.3,-167.3,43.0
-88.16,-151.48,63.31
-33.98,-127.98,93.99
5.09,-101.36,106.45
27.87,-75.52,103.39
45.91,-51.23,97.14
59.01,-29.18,88.19
76.0,-8.15,84.14
85.97,10.68,75.29
94.35,27.41,66.94
100.76,42.08,58.68
127.5,59.16,68.34
154.09,78.15,75.94
187.29,99.98,87.31
188.97,117.78,71.2
181.95,130.61,51.34
180.33,140.56,39.77
156.53,143.75,12.78
142.72,143.54,-0.82
127.8,140.39,-12.6
118.94,136.1,-17.16
106.42,130.17,-23.75
106.01,125.34,-19.32
88.54,117.98,-29.44
44.17,103.22,-59.04
71.12,96.8,-25.68
73.35,92.11,-18.76
85.61,90.81,-5.2
69.52,86.55,-17.03
52.7,79.78,-27.08
53.48,74.52,-21.04
54.74,70.56,-15.83
51.26,66.7,-15.45
43.56,62.07,-18.51
22.15,54.09,-31.94
3.25,43.92,-40.67
-16.31,31.88,-48.19
-44.64,16.57,-61.21
-55.54,2.15,-57.69
-95.09,-17.3,-77.8
-117.95,-37.43,-80.52
-124.22,-54.79,-69.44
-125.59,-68.95,-56.65
-134.67,-82.09,-52.58
-120.97,-89.87,-31.1
-87.0,-89.29,2.3
-67.29,-84.89,17.6
-69.04,-81.72,12.68
-62.01,-77.78,15.77
-57.29,-73.68,16.39
-38.61,-66.67,28.06
-36.64,-60.66,24.02
-33.34,-55.2,21.86
-31.36,-50.43,19.07
-16.89,-43.72,26.84
-10.45,-37.07,26.62
-7.38,-31.13,23.75
14.12,-22.08,36.2
21.87,-13.29,35.16
51.43,-0.35,51.77
75.45,14.81,60.64
84.91,28.83,56.08
89.33,40.93,48.4
82.52,49.25,33.27
86.74,56.75,29.99
87.97,62.99,24.98
90.03,68.4,21.63
92.56,73.23,19.33
95.69,77.72,17.97
117.56,85.69,31.87
136.6,95.87,40.73
197.76,116.25,81.51
225.28,138.06,87.23
256.49,161.74,94.74
240.25,177.44,62.81
224.67,186.89,37.78
214.44,192.4,22.04
212.25,196.37,15.88
221.72,201.44,20.28
234.07,207.97,26.1
241.51,214.67,26.83
241.73,220.09,21.65
252.29,226.53,25.76
267.93,234.81,33.12
268.34,241.52,26.83
289.98,251.21,38.77
298.08,260.58,37.5
306.74,269.81,36.92
302.07,276.26,25.8
286.89,278.39,8.5
281.45,279.0,2.45
270.3,277.26,-6.96
267.8,275.37,-7.57
259.44,272.19,-12.74
239.78,265.71,-25.92
229.81,258.53,-28.72
223.98,251.62,-27.64
220.87,245.47,-24.59
250.92,246.56,4.36
291.46,255.54,35.92
338.61,272.15,66.46
365.73,290.87,74.86
369.2,306.53,62.67
392.58,323.74,68.84
445.22,348.04,97.18
504.11,379.25,124.86
521.47,407.7,113.78
535.51,433.26,102.25
561.62,458.93,102.69
564.54,480.06,84.49
556.74,495.39,61.35
543.82,505.08,38.74
541.59,512.38,29.21
545.26,518.96,26.3
601.37,535.44,65.93
638.81,556.11,82.7
646.32,574.16,72.16
673.64,594.05,79.59
687.69,612.78,74.91
676.85,625.59,51.25
625.46,625.57,-0.11
603.12,621.08,-17.96
564.07,609.68,-45.6
528.97,593.53,-64.56
473.89,569.6,-95.72
402.35,536.15,-133.81
362.46,501.41,-138.96
328.69,466.87,-138.18
230.03,419.5,-189.47
164.27,368.46,-204.18
120.46,318.86,-198.39
65.67,268.22,-202.55
69.53,228.48,-158.95
86.47,200.08,-113.61
100.59,180.18,-79.59
125.71,169.29,-43.57
111.14,157.66,-46.52
104.71,147.07,-42.36
107.66,139.19,-31.53
104.25,132.2,-27.95
95.33,124.82,-29.5
79.11,115.68,-36.57
56.31,103.81,-47.5
48.86,92.82,-43.96
61.46,86.55,-25.09
82.75,85.79,-3.03
100.64,88.76,11.88
84.8,87.97,-3.16
83.41,87.06,-3.65
87.31,87.11,0.2
80.0,85.68,-5.68
71.23,82.79,-11.57
53.19,76.87,-23.68
19.33,65.36,-46.03
13.67,55.03,-41.35
24.06,48.83,-24.77
10.54,41.17,-30.64
1.36,33.21,-31.85
-3.63,25.84,-29.47
-40.51,12.57,-53.08
-65.5,-3.04,-62.46
-87.17,-19.87,-67.3
-110.8,-38.05,-72.75
-121.72,-54.79,-66.93
-110.96,-66.02,-44.94
-106.83,-74.19,-32.65
-90.38,-77.42,-12.96
-65.66,-75.07,9.41
-44.21,-68.9,24.69
-27.95,-60.71,32.76
-32.08,-54.98,22.9
-38.9,-51.77,12.86
-58.5,-53.11,-5.38
-57.97,-54.08,-3.89
-59.31,-55.13,-4.18
-32.53,-50.61,18.08
-6.55,-41.8,35.25
7.77,-31.88,39.66
29.69,-19.57,49.26
73.39,-0.98,74.36
126.38,24.49,101.89
165.28,52.65,112.63
224.45,87.01,137.44
273.54,124.32,149.22
295.48,158.55,136.93
318.82,190.6,128.21
362.44,224.97,137.47
393.02,258.58,134.44
360.31,278.93,81.38
340.43,291.23,49.2
320.5,297.08,23.42
300.35,297.74,2.61
282.72,294.73,-12.01
266.56,289.1,-22.54
275.85,286.45,-10.59
277.66,284.69,-7.03
275.92,282.94,-7.02
278.26,282.0,-3.74
298.56,285.31,13.24
332.24,294.7,37.54
355.58,306.88,48.71
376.96,320.89,56.07
375.74,331.86,43.88
384.21,342.33,41.87
406.0,355.06,50.93
388.37,361.73,26.65
368.3,363.04,5.26
372.59,364.95,7.64
372.05,366.37,5.68
362.9,365.68,-2.77
342.58,361.06,-18.48
346.38,358.12,-11.74
327.15,351.93,-24.78
313.43,344.23,-30.8
310.8,337.54,-26.74
287.15,327.46,-40.31
242.0,310.37,-68.37
196.01,287.5,-91.49
145.97,259.19,-113.22
136.89,234.73,-97.84
97.16,207.22,-110.06
80.18,181.81,-101.63
89.93,163.43,-73.51
98.58,150.46,-51.89
122.49,144.87,-22.38
127.03,141.3,-14.27
139.87,141.01,-1.14
134.21,139.65,-5.45
133.94,138.51,-4.57
165.3,143.87,21.43
170.8,149.25,21.55
179.85,155.37,24.48
180.26,160.35,19.91
175.87,163.45,12.41
169.41,164.65,4.77
155.92,162.9,-6.98
136.17,157.55,-21.39
135.27,153.1,-17.83
134.75,149.43,-14.68
139.96,147.53,-7.57
136.07,145.24,-9.17
149.92,146.18,3.74
148.13,146.57,1.57
133.95,144.04,-10.1
130.23,141.28,-11.05
108.21,134.67,-26.45
89.17,125.57,-36.39
69.76,114.41,-44.65
67.47,105.02,-37.55
61.67,96.35,-34.68
64.55,89.99,-25.44
71.61,86.31,-14.7
65.62,82.17,-16.56
73.09,80.36,-7.26
75.28,79.34,-4.06
78.37,79.15,-0.77
79.72,79.26,0.46
99.04,83.22,15.82
122.55,91.09,31.47
142.84,101.44,41.4
164.64,114.08,50.57
161.37,123.54,37.84
162.41,131.31,31.1
167.27,138.5,28.77
236.9,158.18,78.72
363.51,199.25,164.27
438.58,247.11,191.46
524.36,302.56,221.79
648.69,371.79,276.9
768.59,451.15,317.44
865.19,533.96,331.23
933.18,613.8,319.38
787.55,648.55,139.0
746.44,668.13,78.31
741.7,682.84,58.86
732.14,692.7,39.44
737.82,701.73,36.1
744.8,710.34,34.46
754.27,719.13,35.15
739.71,723.24,16.47
769.23,732.44,36.79
828.75,751.7,77.04
882.56,777.87,104.69
953.38,812.97,140.4
991.24,848.63,142.61
995.48,878.0,117.48
962.52,894.9,67.61
968.45,909.61,58.84
937.34,915.16,22.19
884.45,909.01,-24.57
827.46,892.7,-65.24
749.06,863.98,-114.91
612.9,813.76,-200.86
517.78,754.57,-236.78
426.24,688.9,-262.66
349.85,621.09,-271.24
362.11,569.29,-207.18
354.21,526.28,-172.07
308.94,482.81,-173.87
260.45,438.34,-177.89
207.04,392.08,-185.04
190.52,351.77,-161.24
196.41,320.69,-124.29
202.84,297.12,-94.28
185.82,274.86,-89.04
134.91,246.87,-111.97
116.37,220.77,-104.4
18.27,180.27,-162.0
-60.7,132.08,-192.77
-202.16,65.23,-267.39
-371.95,-22.21,-349.74
-463.05,-110.37,-352.68
-491.19,-186.54,-304.65
-493.2,-247.87,-245.33
-432.22,-284.74,-147.48
-408.87,-309.57,-99.3
-419.85,-331.62,-88.23
-447.3,-354.76,-92.54
-452.46,-374.3,-78.16
-411.43,-381.72,-29.7
-408.14,-387.01,-21.13
-419.32,-393.47,-25.85
-397.95,-394.36,-3.58
-324.28,-380.35,56.06
-227.63,-349.81,122.17
-120.95,-304.04,183.08
-74.24,-258.08,183.84
-125.07,-231.47,106.41
-190.67,-223.31,32.64
-273.62,-233.38,-40.25
-280.69,-242.84,-37.85
-307.39,-255.75,-51.64
-294.95,-263.59,-31.36
-251.73,-261.22,9.49
-232.85,-255.54,22.69
-181.04,-240.64,59.61
-153.67,-223.25,69.58
-140.44,-206.69,66.24
-58.1,-176.97,118.87
-12.25,-144.03,131.77
53.32,-104.56,157.87
125.84,-58.48,184.32
231.5,-0.48,231.98
337.56,67.13,270.43
438.46,141.39,297.06
491.01,211.32,279.69
565.18,282.09,283.09
598.19,345.31,252.88
614.73,399.19,215.53
612.16,441.79,170.37
608.12,475.05,133.07
617.52,503.55,113.97
714.23,545.68,168.54
754.18,587.38,166.8
788.58,627.62,160.96
770.72,656.24,114.48
741.39,673.27,68.12
656.14,669.84,-13.71
621.58,660.19,-38.61
627.4,653.63,-26.23
625.72,648.05,-22.33
586.96,635.83,-48.87
523.06,613.28,-90.21
495.18,589.66,-94.48
471.38,566.0,-94.63
470.18,546.84,-76.66
489.19,535.31,-46.12
466.67,521.58,-54.91
539.38,525.14,14.24
578.89,535.89,43.0
612.46,551.2,61.25
693.98,579.76,114.22
780.36,619.88,160.48
816.87,659.28,157.59
843.41,696.1,147.31
893.86,735.65,158.2
922.91,773.11,149.81
926.88,803.86,123.02
902.17,823.52,78.65
850.91,829.0,21.91
829.59,829.12,0.47
825.37,828.37,-2.99
776.99,818.09,-41.1
792.18,812.91,-20.73
804.57,811.24,-6.67
822.68,813.53,9.15
850.81,820.99,29.83
904.36,837.66,66.7
947.94,859.72,88.22
1020.17,891.81,128.36
1002.56,913.96,88.6
986.39,928.45,57.95
966.27,936.01,30.26
985.57,945.92,39.65
987.78,954.29,33.48
959.61,955.36,4.25
875.63,939.41,-63.78
790.93,909.71,-118.79
595.92,846.95,-251.03
529.31,783.43,-254.11
496.77,726.1,-229.33
410.27,662.93,-252.66
382.72,606.89,-224.17
388.09,563.13,-175.04
365.41,523.58,-158.18
400.06,498.88,-98.82
531.39,505.38,26.01
673.32,538.97,134.35
779.26,587.03,192.23
852.92,640.21,212.71
912.31,694.63,217.69
898.59,735.42,163.17
915.44,771.42,144.01
894.72,796.08,98.64
781.45,793.16,-11.71
719.27,778.38,-59.11
558.19,734.34,-176.16
506.72,688.82,-182.1
508.37,652.73,-144.35
496.57,621.5,-124.93
457.79,588.75,-130.97
415.4,554.08,-138.68
359.47,515.16,-155.69
330.59,478.25,-147.66
303.78,443.35,-139.57
206.63,396.01,-189.38
103.4,337.49,-234.09
73.49,284.69,-211.2
91.78,246.11,-154.33
119.12,220.71,-101.59
141.39,204.85,-63.45
172.37,198.35,-25.98
219.33,202.55,16.79
267.73,215.58,52.15
284.03,229.27,54.76
270.13,237.44,32.69
213.87,232.73,-18.86
201.37,226.46,-25.09
207.51,222.67,-15.15
211.23,220.38,-9.15
206.98,217.7,-10.72
210.26,216.21,-5.95
175.53,208.08,-32.55
130.92,192.65,-61.72
133.84,180.88,-47.05
179.27,180.56,-1.29
197.17,183.88,13.29
158.79,178.86,-20.07
128.98,168.89,-39.91
112.88,157.69,-44.81
135.08,153.16,-18.08
156.85,153.9,2.95
157.74,154.67,3.07
154.25,154.59,-0.33
122.7,148.21,-25.51
-2.92,117.98,-120.91
-72.85,79.82,-152.67
-105.89,42.68,-148.56
-160.02,2.14,-162.16
-181.45,-34.58,-146.87
-231.07,-73.88,-157.19
-320.15,-123.13,-197.02
-423.17,-183.14,-240.03
-551.14,-256.74,-294.4
-624.22,-330.24,-293.98
-647.52,-393.69,-253.83
-628.65,-440.68,-187.96
-628.89,-478.33,-150.57
-698.33,-522.33,-176.0
-741.14,-566.09,-175.05
-835.94,-620.06,-215.88
-974.52,-690.95,-283.57
-1063.56,-765.47,-298.09
-1172.19,-846.82,-325.38
-1406.05,-958.66,-447.39
-1453.38,-1057.61,-395.77
-1389.76,-1124.04,-265.72
-1297.28,-1158.69,-138.59
-1241.82,-1175.31,-66.5
-1277.47,-1195.74,-81.73
-1284.7,-1213.53,-71.16
-1392.34,-1249.29,-143.04
-1422.08,-1283.85,-138.23
-1566.32,-1340.35,-225.97
-1645.75,-1401.43,-244.32
-1604.45,-1442.03,-162.42
-1575.96,-1468.82,-107.15
-1560.22,-1487.1,-73.12
-1437.95,-1477.27,39.32
-1281.23,-1438.06,156.83
-1112.66,-1372.98,260.32
-884.51,-1275.29,390.78
-733.53,-1166.93,433.4
-657.99,-1065.15,407.15
-582.48,-968.61,386.13
-470.02,-868.9,398.87
-352.4,-765.6,413.19
-208.77,-654.23,445.46
-84.99,-540.38,455.39
46.44,-423.02,469.46
97.8,-318.86,416.65
149.09,-225.27,374.36
120.57,-156.1,276.67
122.79,-100.32,223.11
91.53,-61.95,153.48
-71.52,-63.86,-7.65
-187.64,-88.62,-99.02
-244.34,-119.76,-124.57
-192.68,-134.35,-58.33
-148.92,-137.26,-11.66
-110.69,-131.95,21.25
-107.85,-127.13,19.28
-136.08,-128.92,-7.16
-122.25,-127.59,5.33
-187.87,-139.64,-48.23
-212.57,-154.23,-58.34
-351.13,-193.61,-157.52
-408.02,-236.49,-171.53
-455.03,-280.2,-174.83
-424.19,-309.0,-115.19
-445.81,-336.36,-109.45
-446.68,-358.42,-88.26
-405.66,-367.87,-37.79
-272.67,-348.83,76.16
-202.69,-319.6,116.92
-159.55,-287.59,128.04
-77.71,-245.62,167.9
-55.59,-207.61,152.02
-47.12,-175.51,128.4
-15.29,-143.47,128.18
-15.3,-117.83,102.54
17.84,-90.7,108.54
52.31,-62.1,114.41
81.78,-33.32,115.1
175.56,8.45,167.11
269.6,60.68,208.92
357.74,120.09,237.65
508.67,197.81,310.86
613.5,280.95,332.55
702.0,365.16,336.84
794.55,451.04,343.52
833.16,527.46,305.7
852.98,592.56,260.41
827.33,639.52,187.81
834.41,678.49,155.91
832.45,709.29,123.16
846.01,736.63,109.38
875.79,764.46,111.33
902.85,792.14,110.71
879.3,809.57,69.73
894.65,826.59,68.06
886.78,838.63,48.16
861.9,843.28,18.62
890.01,852.63,37.38
949.73,872.05,77.68
983.19,894.28,88.91
977.49,910.92,66.57
973.32,923.4,49.92
952.18,929.16,23.03
967.22,936.77,30.45
922.99,934.01,-11.03
835.34,914.28,-78.94
773.75,886.17,-112.42
729.12,854.76,-125.64
710.44,825.9,-115.46
665.6,793.84,-128.24
630.23,761.12,-130.89
550.04,718.9,-168.86
459.07,666.94,-207.86
333.36,600.22,-266.86
249.76,530.13,-280.37
215.71,467.24,-251.54
171.18,408.03,-236.85
166.19,359.66,-193.48
141.44,316.02,-174.58
93.87,271.59,-177.72
28.55,222.98,-194.43
-29.87,172.41,-202.28
-134.69,110.99,-245.68
-321.27,24.54,-345.81
-420.69,-64.51,-356.18
-510.04,-153.61,-356.43
-616.17,-246.13,-370.05
-708.6,-338.62,-369.98
-741.95,-419.29,-322.67
-709.5,-477.33,-232.17
-646.8,-511.23,-135.58
-578.96,-524.77,-54.19
-485.93,-517.0,31.08
-419.75,-497.55,77.8
-425.45,-483.13,57.68
-400.47,-466.6,66.13
-373.01,-447.88,74.87
-404.7,-439.25,34.55
-404.32,-432.26,27.94
-362.54,-418.32,55.78
-254.71,-385.59,130.88
-168.57,-342.19,173.62
-102.2,-294.19,191.99
-27.55,-240.86,213.32
5.5,-191.59,197.09
14.28,-150.42,164.7
28.08,-114.72,142.8
56.9,-80.39,137.29
60.44,-52.23,112.66
32.97,-35.19,68.16
-18.92,-31.94,13.01
-68.02,-39.15,-28.87
-79.01,-47.13,-31.89
-149.48,-67.6,-81.88
-187.3,-91.54,-95.76
-224.85,-118.2,-106.65
-219.69,-138.5,-81.19
-187.68,-148.33,-39.35
-184.07,-155.48,-28.59
-198.5,-164.09,-34.42
-233.84,-178.04,-55.8
-282.81,-198.99,-83.82
-330.43,-225.28,-105.15
-414.22,-263.07,-151.15
-477.39,-305.93,-171.46
-565.8,-357.9,-207.89
-577.46,-401.82,-175.65
-544.19,-430.29,-113.9
-523.29,-448.89,-74.4
-523.51,-463.81,-59.7
-525.04,-476.06,-48.98
-442.21,-469.29,27.08
-357.78,-446.99,89.21
-293.37,-416.26,122.89
-252.21,-383.45,131.24
-220.66,-350.89,130.24
-158.4,-312.4,154.0
-70.32,-263.98,193.66
-29.38,-217.06,187.68
-25.09,-178.67,153.58
-10.62,-145.06,134.43
13.69,-113.31,127.0
3.81,-89.88,93.69
-56.51,-83.21,26.7
-101.05,-86.78,-14.27
-117.86,-92.99,-24.86
-141.57,-102.71,-38.86
-86.01,-99.37,13.36
-31.24,-85.74,54.5
39.26,-60.74,100.0
65.49,-35.5,100.98
103.28,-7.74,111.02
174.73,28.75,145.98
211.6,65.32,146.28
212.78,94.81,117.97
207.79,117.41,90.38
183.84,130.69,53.14
122.36,129.03,-6.66
79.22,119.07,-39.85
60.5,107.35,-46.85
56.85,97.25,-40.4
60.94,89.99,-29.05
85.15,89.02,-3.87
116.01,94.42,21.59
142.5,104.04,38.46
181.22,119.47,61.75
200.05,135.59,64.46
185.5,145.57,39.93
157.58,147.97,9.61
131.23,144.63,-13.39
136.89,143.08,-6.19
185.17,151.49,33.67
223.19,165.83,57.35
237.86,180.24,57.62
252.27,194.64,57.62
273.12,210.34,62.78
247.7,217.81,29.89
248.93,224.04,24.9
239.86,227.2,12.66
256.91,233.14,23.77
270.27,240.57,29.7
261.4,244.73,16.67
198.64,235.52,-36.88
129.64,214.34,-84.7
86.58,188.79,-102.21
53.13,161.65,-108.53
40.72,137.47,-96.75
-28.6,104.25,-132.85
-48.88,73.63,-122.51
-80.86,42.73,-123.59
-106.94,12.8,-119.74
-207.4,-31.24,-176.16
-268.67,-78.73,-189.94
-295.61,-122.1,-173.5
-330.43,-163.77,-166.66
-320.9,-195.2,-125.71
-325.87,-221.33,-104.54
-379.79,-253.02,-126.77
-424.11,-287.24,-136.87
-477.56,-325.3,-152.26
-490.74,-358.39,-132.35
-476.26,-381.97,-94.3
-466.24,-398.82,-67.42
-507.46,-420.55,-86.91
-493.97,-435.23,-58.73
-465.29,-441.24,-24.05
-405.57,-434.11,28.54
-358.42,-418.97,60.55
-336.54,-402.49,65.94
-320.69,-386.13,65.44
-299.67,-368.84,69.16
-238.84,-342.84,104.0
-202.42,-314.75,112.34
-212.14,-294.23,82.09
-235.25,-282.43,47.18
-249.81,-275.91,26.1
-284.26,-277.58,-6.68
-282.78,-278.62,-4.16
-270.5,-277.0,6.5
-260.79,-273.75,12.97
-360.71,-291.15,-69.57
-463.66,-325.65,-138.01
-543.16,-369.15,-174.01
-648.56,-425.03,-223.52
-702.46,-480.52,-221.95
-750.33,-534.48,-215.85
-868.96,-601.38,-267.58
-935.74,-668.25,-267.49
-1001.37,-734.87,-266.5
-975.26,-782.95,-192.31
-957.22,-817.8,-139.42
-874.27,-829.1,-45.18
-846.04,-832.49,-13.55
-866.39,-839.27,-27.12
-897.71,-850.96,-46.76
-917.05,-864.18,-52.88
-1027.2,-896.78,-130.42
-1058.72,-929.17,-129.55
-1020.08,-947.35,-72.73
-959.64,-949.81,-9.83
-903.24,-940.49,37.25
-778.46,-908.09,129.63
-692.42,-864.96,172.53
-672.99,-826.56,153.57
-595.54,-780.36,184.82
-536.98,-731.68,194.7
