time,BUP,MA,BDOWN
1001709000000.0,3212.074,2943.9,2675.726
1001795400000.0,3131.048,2914.4,2697.752
1001968200000.0,3094.701,2893.8,2692.899
1002054600000.0,3079.561,2878.6,2677.639
1002313800000.0,3063.048,2861.7,2660.352
1002400200000.0,3048.476,2847.15,2645.824
1002486600000.0,3029.805,2832.5,2635.195
1002573000000.0,3008.196,2818.0,2627.804
1002659400000.0,2982.245,2803.05,2623.855
1002918600000.0,2958.347,2789.5,2620.653
1003005000000.0,2933.308,2776.7,2620.092
1003177800000.0,2904.664,2764.0,2623.336
1003264200000.0,2876.509,2753.0,2629.491
1003523400000.0,2852.31,2743.6,2634.89
1003609800000.0,2834.527,2736.4,2638.273
1003696200000.0,2822.398,2733.9,2645.402
1003782600000.0,2844.37,2737.25,2630.13
1003869000000.0,2869.799,2742.5,2615.201
1004128200000.0,2891.614,2748.05,2604.486
1004214600000.0,2904.264,2752.05,2599.836
1004301000000.0,2908.403,2754.65,2600.897
1004387400000.0,2912.481,2757.65,2602.819
1004473800000.0,2916.567,2760.85,2605.133
1004733000000.0,2920.248,2764.15,2608.052
1004819400000.0,2923.1,2769.15,2615.2
1004905800000.0,2925.895,2773.85,2621.805
1004992200000.0,2941.525,2783.45,2625.375
1005078600000.0,2978.323,2798.35,2618.377
1005337800000.0,3007.136,2813.6,2620.064
1005424200000.0,3020.464,2826.4,2632.336
1005510600000.0,3036.166,2840.8,2645.434
1005597000000.0,3043.33,2854.3,2665.27
1005683400000.0,3049.894,2868.0,2686.106
1005942600000.0,3049.694,2881.0,2712.306
1006029000000.0,3045.145,2893.7,2742.255
1006115400000.0,3050.709,2902.2,2753.691
1006201800000.0,3055.587,2904.95,2754.313
1006288200000.0,3060.236,2907.7,2755.164
1006547400000.0,3064.864,2910.7,2756.536
1006633800000.0,3068.583,2914.7,2760.817
1006720200000.0,3064.813,2919.6,2774.387
1006806600000.0,3059.489,2923.75,2788.011
1006893000000.0,3054.255,2926.5,2798.745
1007152200000.0,3048.049,2929.25,2810.451
1007238600000.0,3041.409,2931.7,2821.991
1007325000000.0,3034.47,2933.95,2833.43
1007411400000.0,3038.308,2931.15,2823.992
1007497800000.0,3031.178,2923.5,2815.822
1007757000000.0,3022.205,2916.0,2809.795
1007843400000.0,3019.718,2911.0,2802.282
1007929800000.0,3010.386,2905.4,2800.414
1008016200000.0,3004.504,2902.55,2800.596
1008102600000.0,3000.889,2901.5,2802.111
1008361800000.0,2999.153,2900.95,2802.747
1008534600000.0,2992.346,2897.95,2803.554
1008621000000.0,2988.992,2897.05,2805.108
1008707400000.0,2985.637,2896.05,2806.463
1008966600000.0,2978.621,2893.6,2808.579
1009053000000.0,2969.882,2890.45,2811.018
1009139400000.0,2961.831,2885.4,2808.969
1009225800000.0,2960.555,2882.85,2805.145
1009312200000.0,2960.213,2881.2,2802.187
1010262600000.0,2961.826,2879.55,2797.274
1010349000000.0,2963.594,2877.75,2791.906
1010435400000.0,2974.824,2872.75,2770.676
1010781000000.0,2975.54,2871.3,2767.06
1010867400000.0,2976.153,2870.1,2764.047
1010953800000.0,2976.246,2870.4,2764.554
1011385800000.0,2996.534,2877.75,2758.966
1011472200000.0,3041.948,2890.15,2738.352
1011558600000.0,3063.242,2898.6,2733.958
1011645000000.0,3071.605,2902.7,2733.795
1011731400000.0,3076.254,2904.5,2732.746
1011990600000.0,3077.44,2905.05,2732.66
1012077000000.0,3081.021,2907.55,2734.079
1012163400000.0,3080.625,2907.35,2734.075
1012249800000.0,3079.802,2906.85,2733.898
1012336200000.0,3079.266,2906.3,2733.334
1012595400000.0,3078.987,2905.9,2732.813
1012681800000.0,3079.485,2908.3,2737.115
1012768200000.0,3080.901,2911.85,2742.799
1012854600000.0,3082.905,2916.05,2749.195
1012941000000.0,3084.185,2922.3,2760.415
1013200200000.0,3081.863,2926.9,2771.937
1013286600000.0,3067.117,2934.45,2801.783
1013459400000.0,3061.409,2938.5,2815.591
1013545800000.0,3055.118,2941.55,2827.982
1013805000000.0,3053.096,2942.75,2832.404
1013891400000.0,3047.636,2936.8,2825.964
1013977800000.0,3013.276,2924.6,2835.924
1014064200000.0,2992.621,2915.15,2837.679
1014150600000.0,2991.548,2905.9,2820.252
1014496200000.0,2988.857,2895.4,2801.943
1014582600000.0,2989.613,2885.8,2781.987
1014669000000.0,2991.039,2875.75,2760.461
1016397000000.0,3049.508,2853.35,2657.192
1016483400000.0,3080.114,2831.3,2582.486
1017084600000.0,3097.651,2810.95,2524.249
1017171000000.0,3107.918,2790.75,2473.582
1017430200000.0,3111.585,2769.4,2427.215
1017516600000.0,3105.838,2746.65,2387.462
1017775800000.0,3091.078,2723.45,2355.822
1018035000000.0,3065.557,2701.05,2336.543
1018121400000.0,3039.418,2684.0,2328.582
1018207800000.0,3012.962,2671.5,2330.038
1018294200000.0,2986.948,2661.5,2336.052
1018380600000.0,2962.112,2652.0,2341.888
1018639800000.0,2935.376,2642.5,2349.624
1018726200000.0,2906.564,2633.1,2359.636
1018812600000.0,2879.028,2624.05,2369.072
1018899000000.0,2846.463,2613.3,2380.137
1018985400000.0,2822.658,2605.25,2387.842
1019244600000.0,2801.467,2598.3,2395.133
1019331000000.0,2780.26,2591.6,2402.94
1019417400000.0,2759.821,2584.95,2410.079
1019503800000.0,2758.785,2587.45,2416.115
1019590200000.0,2756.815,2590.5,2424.185
1019849400000.0,2756.658,2596.35,2436.042
1019935800000.0,2754.646,2602.65,2450.654
1020022200000.0,2752.036,2611.65,2471.264
1020108600000.0,2746.103,2621.5,2496.897
1020195000000.0,2735.263,2631.0,2526.737
1020454200000.0,2723.772,2638.2,2552.628
1020540600000.0,2721.011,2641.2,2561.389
1020627000000.0,2719.954,2639.95,2559.946
1020713400000.0,2711.752,2634.95,2558.148
1020799800000.0,2704.153,2631.4,2558.647
1021145400000.0,2697.885,2629.45,2561.015
1021318200000.0,2689.013,2626.45,2563.887
1021404600000.0,2682.595,2623.75,2564.905
1021663800000.0,2681.507,2621.95,2562.393
1021750200000.0,2680.669,2621.5,2562.331
1021836600000.0,2679.785,2621.05,2562.315
1021923000000.0,2680.407,2621.35,2562.293
1022009400000.0,2682.097,2622.55,2563.003
1022268600000.0,2675.948,2626.55,2577.152
1022355000000.0,2665.086,2630.15,2595.214
1022441400000.0,2678.762,2626.65,2574.538
1022527800000.0,2688.122,2622.9,2557.678
1022614200000.0,2698.484,2615.4,2532.316
1022873400000.0,2699.453,2607.9,2516.347
1022959800000.0,2696.756,2600.9,2505.044
1023046200000.0,2694.311,2594.7,2495.089
1023478200000.0,2692.323,2589.3,2486.277
1023564600000.0,2688.462,2586.05,2483.638
1023651000000.0,2688.462,2586.05,2483.638
1023737400000.0,2690.958,2587.0,2483.042
1023823800000.0,2701.492,2589.5,2477.508
1024083000000.0,2727.594,2595.65,2463.706
1024169400000.0,2761.211,2604.25,2447.289
1024255800000.0,2822.324,2619.3,2416.276
1024342200000.0,2857.654,2630.45,2403.246
1024428600000.0,2877.826,2638.9,2399.974
1024687800000.0,2888.189,2644.4,2400.611
1024774200000.0,2888.692,2644.9,2401.108
1024860600000.0,2889.603,2645.9,2402.197
1024947000000.0,2891.63,2648.05,2404.47
1025033400000.0,2895.383,2656.05,2416.717
1025292600000.0,2897.735,2664.25,2430.765
1025379000000.0,2895.553,2674.25,2452.947
1025465400000.0,2892.126,2683.6,2475.074
1025551800000.0,2887.007,2692.45,2497.893
1025638200000.0,2878.707,2700.6,2522.493
1026675000000.0,2869.376,2711.0,2552.624
1026761400000.0,2862.712,2720.0,2577.288
1029180600000.0,2873.528,2716.5,2559.472
1029267000000.0,2878.276,2713.6,2548.924
1029526200000.0,2882.262,2707.6,2532.938
1029612600000.0,2880.752,2698.95,2517.148
1029699000000.0,2872.089,2688.4,2504.711
1029785400000.0,2834.06,2672.35,2510.64
1029871800000.0,2801.228,2659.7,2518.172
1030131000000.0,2777.786,2649.7,2521.614
1030217400000.0,2763.398,2643.7,2524.002
1030303800000.0,2764.319,2644.35,2524.381
1030390200000.0,2773.648,2648.25,2522.852
1030476600000.0,2785.615,2652.55,2519.485
1030735800000.0,2804.193,2657.55,2510.907
1030822200000.0,2833.354,2665.05,2496.746
1030908600000.0,2870.445,2674.8,2479.155
1030995000000.0,2901.999,2684.5,2467.001
1031081400000.0,2928.765,2694.0,2459.235
1031340600000.0,2956.234,2704.85,2453.466
1031427000000.0,2978.48,2713.3,2448.12
1031513400000.0,3008.303,2723.8,2439.297
1031599800000.0,3030.981,2744.8,2458.619
1031686200000.0,3052.12,2763.25,2474.38
1031945400000.0,3067.051,2781.25,2495.449
1032813000000.0,3078.812,2776.3,2473.788
1032899400000.0,3089.523,2771.3,2453.077
1033158600000.0,3099.009,2766.4,2433.791
1033245000000.0,3106.631,2761.4,2416.169
1033331400000.0,3112.885,2756.75,2400.615
1033417800000.0,3119.06,2750.75,2382.44
1033504200000.0,3123.153,2744.1,2365.047
1033849800000.0,3123.161,2735.7,2348.239
1033936200000.0,3120.463,2727.0,2333.537
1034022600000.0,3112.605,2717.95,2323.295
1034109000000.0,3103.228,2712.9,2322.572
1034368200000.0,3084.385,2703.1,2321.815
1034454600000.0,3062.621,2690.95,2319.279
1034541000000.0,3041.69,2681.05,2320.41
1034627400000.0,3016.786,2670.45,2324.114
1034713800000.0,2990.297,2659.95,2329.603
1034973000000.0,2950.935,2647.55,2344.165
1035059400000.0,2909.138,2636.3,2363.462
1035145800000.0,2865.251,2626.35,2387.449
1035318600000.0,2817.088,2616.85,2416.612
1035577800000.0,2828.357,2630.3,2432.243
1035664200000.0,2835.912,2643.85,2451.788
1035750600000.0,2839.732,2657.45,2475.168
1035837000000.0,2850.923,2672.75,2494.577
1035923400000.0,2879.576,2692.4,2505.224
1036182600000.0,2943.614,2719.15,2494.686
1036269000000.0,3043.099,2752.5,2461.901
1036355400000.0,3162.226,2791.0,2419.774
1036873800000.0,3306.902,2837.15,2367.398
1036960200000.0,3473.384,2889.95,2306.516
1037046600000.0,3600.156,2934.8,2269.444
1037133000000.0,3687.684,2978.1,2268.516
1037392200000.0,3771.568,3026.6,2281.632
1037478600000.0,3849.681,3074.65,2299.619
1037565000000.0,3914.734,3122.6,2330.466
1037651400000.0,3964.79,3169.6,2374.41
1037737800000.0,4002.611,3215.25,2427.889
1037997000000.0,4029.597,3259.0,2488.403
1038083400000.0,4048.387,3301.45,2554.513
1038169800000.0,4050.494,3341.35,2632.206
1038256200000.0,4037.997,3379.75,2721.503
1038601800000.0,4011.533,3418.1,2824.667
1038688200000.0,3965.87,3456.2,2946.53
1038774600000.0,3904.431,3491.15,3077.869
1038861000000.0,3833.232,3521.3,3209.368
1038947400000.0,3767.58,3544.2,3320.82
1039206600000.0,3718.594,3558.85,3399.106
1039293000000.0,3692.292,3566.85,3441.408
1039552200000.0,3702.64,3562.35,3422.06
1039811400000.0,3694.3,3549.1,3403.9
1039897800000.0,3688.61,3536.8,3384.99
1039984200000.0,3690.686,3528.65,3366.614
1040070600000.0,3683.499,3517.5,3351.501
1040502600000.0,3670.824,3503.0,3335.176
1040589000000.0,3653.908,3488.45,3322.992
1040675400000.0,3633.367,3477.05,3320.733
1040761800000.0,3614.834,3471.3,3327.766
1041021000000.0,3606.584,3469.3,3332.016
1041107400000.0,3622.183,3472.2,3322.217
1041280200000.0,3666.521,3481.3,3296.079
1041366600000.0,3714.729,3493.4,3272.071
1041625800000.0,3811.453,3514.8,3218.147
1041712200000.0,3873.608,3533.8,3193.992
1041798600000.0,3914.318,3550.35,3186.382
1041885000000.0,3950.712,3567.0,3183.288
1041971400000.0,3981.29,3583.05,3184.81
1042230600000.0,4009.488,3599.95,3190.412
1042317000000.0,4034.505,3616.8,3199.095
1042403400000.0,4052.633,3637.3,3221.967
1042489800000.0,4066.398,3657.7,3249.002
1042576200000.0,4074.419,3678.35,3282.281
1042835400000.0,4077.321,3698.7,3320.079
1042921800000.0,4072.198,3718.3,3364.402
1043008200000.0,4051.131,3737.7,3424.269
1043094600000.0,4017.615,3757.35,3497.085
1043181000000.0,3988.798,3781.3,3573.802
1043440200000.0,3979.573,3803.8,3628.027
1043526600000.0,3973.092,3823.8,3674.508
1043613000000.0,3978.649,3838.95,3699.251
1043699400000.0,3993.93,3851.3,3708.67
1043785800000.0,4004.964,3861.3,3717.636
1044045000000.0,4005.302,3861.4,3717.498
1044131400000.0,4005.802,3861.65,3717.498
1044217800000.0,4008.17,3864.15,3720.13
1044304200000.0,4010.364,3866.65,3722.936
1044390600000.0,4011.908,3869.45,3726.992
1044649800000.0,4012.99,3871.8,3730.61
1044736200000.0,4013.647,3873.95,3734.253
1044822600000.0,4013.373,3875.1,3736.827
1045254600000.0,4013.059,3876.85,3740.641
1045341000000.0,4012.49,3877.75,3743.01
1045427400000.0,4011.672,3878.85,3746.028
1045513800000.0,4009.505,3880.6,3751.695
1045600200000.0,4001.599,3884.2,3766.801
1045859400000.0,3992.371,3887.7,3783.029
1045945800000.0,3992.122,3886.2,3780.278
1047155400000.0,3986.906,3878.6,3770.294
1047241800000.0,3977.298,3870.6,3763.902
1047328200000.0,3967.632,3861.3,3754.968
1047414600000.0,3950.064,3851.05,3752.036
1047673800000.0,3932.898,3841.65,3750.402
1047760200000.0,3914.853,3832.85,3750.847
1047846600000.0,3906.623,3826.35,3746.077
1047933000000.0,3898.663,3823.2,3747.737
1048019400000.0,3892.501,3821.45,3750.399
1048534200000.0,3887.296,3820.0,3752.704
1048620600000.0,3882.911,3818.8,3754.689
1048879800000.0,3882.294,3818.65,3755.006
1048966200000.0,3899.185,3822.45,3745.715
1049052600000.0,3927.893,3828.3,3728.707
1049484600000.0,3975.253,3838.85,3702.447
1049571000000.0,4054.969,3855.9,3656.831
1049657400000.0,4185.809,3883.7,3581.591
1049743800000.0,4354.762,3922.65,3490.538
1049830200000.0,4480.953,3961.55,3442.147
1050089400000.0,4584.874,3999.05,3413.226
1050175800000.0,4672.318,4039.15,3405.982
1050262200000.0,4742.491,4078.05,3413.609
1050348600000.0,4796.202,4116.85,3437.498
1050435000000.0,4842.4,4156.25,3470.1
1050694200000.0,4882.694,4196.65,3510.606
1050780600000.0,4913.403,4237.05,3560.697
1050867000000.0,4939.801,4279.55,3619.299
1050953400000.0,4960.549,4319.4,3678.251
1051299000000.0,4973.9,4357.9,3741.9
1051385400000.0,5003.444,4405.25,3807.056
1051471800000.0,5020.632,4453.7,3886.768
1051558200000.0,5023.017,4501.85,3980.683
1051644600000.0,5064.611,4559.45,4054.289
1051903800000.0,5121.059,4620.5,4119.941
1051990200000.0,5163.253,4677.95,4192.647
1052076600000.0,5197.494,4727.35,4257.206
1052163000000.0,5231.852,4763.35,4294.848
1052249400000.0,5282.363,4791.05,4299.737
1052767800000.0,5610.492,4866.15,4121.808
1052854200000.0,5761.712,4925.95,4090.188
1053113400000.0,5961.109,5000.15,4039.191
1053199800000.0,6199.248,5089.75,3980.252
1053372600000.0,6476.451,5196.65,3916.849
1053459000000.0,6773.052,5316.65,3860.248
1053718200000.0,7076.29,5447.6,3818.91
1053804600000.0,7373.239,5588.6,3803.961
1053891000000.0,7708.184,5746.1,3784.016
1053977400000.0,7980.908,5903.55,3826.192
1054063800000.0,8193.703,6059.0,3924.297
1054323000000.0,8370.312,6204.05,4037.788
1054409400000.0,8509.865,6348.0,4186.135
1054495800000.0,8630.42,6497.0,4363.58
1054582200000.0,8740.096,6635.5,4530.904
1054927800000.0,8847.572,6774.95,4702.328
1055014200000.0,8916.055,6914.4,4912.745
1055100600000.0,8947.913,7059.15,5170.387
1055187000000.0,8926.243,7211.2,5496.157
1055273400000.0,8909.44,7380.95,5852.46
1055619000000.0,8983.411,7500.65,6017.889
1055705400000.0,8971.164,7639.8,6308.436
1055791800000.0,8980.893,7772.6,6564.307
1055878200000.0,9043.682,7904.1,6764.518
1056137400000.0,9227.334,8042.2,6857.066
1056223800000.0,9443.854,8176.05,6908.246
1056310200000.0,9766.101,8322.0,6877.899
1056396600000.0,10177.392,8483.15,6788.908
1056483000000.0,10672.477,8652.35,6632.223
1056742200000.0,11224.429,8849.45,6474.471
1056828600000.0,11800.846,9073.15,6345.454
1056915000000.0,12427.259,9328.9,6230.541
1057001400000.0,13100.987,9616.65,6132.313
1057087800000.0,14073.555,9976.6,5879.645
1057347000000.0,14990.25,10360.65,5731.05
1057433400000.0,15743.625,10737.75,5731.875
1057519800000.0,16369.463,11116.25,5863.037
1057606200000.0,16889.107,11492.1,6095.093
1057692600000.0,17463.816,11902.55,6341.284
1057951800000.0,18119.439,12333.5,6547.561
1058038200000.0,18818.292,12810.05,6801.808
1058124600000.0,19566.709,13327.4,7088.091
1058211000000.0,20368.387,13884.0,7399.613
1059334200000.0,22593.212,14715.05,6836.888
1059420600000.0,24707.953,15587.65,6467.347
1059507000000.0,25919.069,16355.8,6792.531
1059852600000.0,26817.316,17075.45,7333.584
1059939000000.0,27591.464,17780.05,7968.636
1060025400000.0,28180.454,18447.35,8714.246
1060111800000.0,28640.389,19085.55,9530.711
1060371000000.0,28968.012,19695.3,10422.588
1060457400000.0,29140.297,20254.35,11368.403
1060543800000.0,29256.158,20791.15,12326.142
1060630200000.0,29468.2,21276.4,13084.6
1060716600000.0,29610.1,21736.0,13861.9
1060975800000.0,29625.772,22195.6,14765.428
1061062200000.0,29495.097,22653.8,15812.503
1061148600000.0,29176.053,23110.9,17045.747
1061235000000.0,28769.191,23529.1,18289.009
1061321400000.0,28273.888,23906.45,19539.012
1061580600000.0,27681.717,24240.9,20800.083
1061667000000.0,26959.157,24530.3,22101.443
1061753400000.0,25926.39,24772.4,23618.41
1061839800000.0,25813.385,24727.05,23640.715
1061926200000.0,25049.163,24617.65,24186.137
1062185400000.0,25000.847,24603.35,24205.853
1062271800000.0,25011.413,24613.5,24215.587
1062358200000.0,25011.313,24613.45,24215.587
1062444600000.0,25020.741,24624.15,24227.559
1062531000000.0,25028.374,24636.1,24243.826
1062790200000.0,25029.814,24651.85,24273.886
1062876600000.0,24916.206,24687.8,24459.394
1062963000000.0,24714.0,24714.0,24714.0
1063049400000.0,24714.0,24714.0,24714.0
1063395000000.0,24714.0,24714.0,24714.0
1063481400000.0,24714.0,24714.0,24714.0
1063567800000.0,24714.0,24714.0,24714.0
1063654200000.0,24813.945,24701.05,24588.155
1063744200000.0,25276.471,24627.0,23977.529
1064003400000.0,25515.428,24538.6,23561.772
1064608200000.0,25506.55,24500.05,23493.55
1064694600000.0,25504.378,24451.65,23398.922
1064781000000.0,25519.795,24388.3,23256.805
1064867400000.0,25563.518,24305.9,23048.282
1064953800000.0,25577.837,24222.65,22867.463
1065213000000.0,25566.599,24139.25,22711.901
1065299400000.0,25698.621,23998.9,22299.179
1065385800000.0,25705.76,23874.5,22043.24
1065472200000.0,25662.397,23754.75,21847.103
1065558600000.0,25585.994,23635.55,21685.106
1065817800000.0,25475.915,23519.3,21562.685
1065990600000.0,25338.521,23402.65,21466.779
1066077000000.0,25179.219,23279.35,21379.481
1066163400000.0,24990.486,23152.1,21313.714
1066422600000.0,24760.625,23027.15,21293.675
1066509000000.0,24488.987,22897.5,21306.013
1066595400000.0,24156.68,22766.8,21376.92
1066681800000.0,23824.92,22658.45,21491.98
1066768200000.0,23848.4,22665.8,21483.2
1067027400000.0,24181.055,22745.55,21310.045
1067113800000.0,24370.606,22782.7,21194.794
1067200200000.0,24556.853,22825.9,21094.947
1067286600000.0,24763.54,22883.5,21003.46
1067373000000.0,25002.01,22964.5,20926.99
1067632200000.0,25316.437,23068.95,20821.463
1067718600000.0,25696.687,23195.95,20695.213
1067805000000.0,26026.827,23383.25,20739.673
1067891400000.0,26331.565,23558.05,20784.535
1067977800000.0,26590.558,23727.6,20864.642
1068237000000.0,26800.782,23894.45,20988.118
1068323400000.0,27047.045,24078.85,21110.655
1068409800000.0,27485.577,24322.25,21158.923
1068496200000.0,27900.593,24588.3,21276.007
1068582600000.0,28189.061,24851.4,21513.739
1068841800000.0,28333.787,25094.0,21854.213
1069014600000.0,28378.873,25339.5,22300.127
1070829000000.0,29770.891,25063.85,20356.809
1070915400000.0,30683.381,24775.05,18866.719
1071001800000.0,31357.51,24426.35,17495.19
1071261000000.0,31805.393,24011.4,16217.407
1071347400000.0,32150.869,23559.85,14968.831
1071433800000.0,32346.396,23112.3,13878.204
1071520200000.0,32431.471,22658.8,12886.129
1071606600000.0,32400.038,22200.65,12001.262
1071952200000.0,32224.601,21718.05,11211.499
1072038600000.0,31903.453,21207.35,10511.247
1072125000000.0,31475.154,20691.35,9907.546
1072211400000.0,30940.709,20167.6,9394.491
1072470600000.0,30307.426,19641.95,8976.474
1072557000000.0,29568.598,19133.65,8698.702
1072643400000.0,28642.682,18606.75,8570.818
1072729800000.0,27311.952,18049.55,8787.148
1072816200000.0,25666.543,17470.1,9273.657
1073075400000.0,23730.322,16923.65,10116.978
1073161800000.0,21352.462,16385.4,11418.338
1073248200000.0,16766.16,15846.1,14926.04
1073334600000.0,16701.163,15827.65,14954.137
1073421000000.0,16646.814,15812.2,14977.586
1073680200000.0,16608.309,15800.75,14993.191
1073766600000.0,16597.275,15797.1,14996.925
1073853000000.0,16635.441,15822.6,15009.759
1073939400000.0,16669.734,15847.7,15025.666
1074371400000.0,16698.484,15879.3,15060.116
1074457800000.0,16695.496,15888.3,15081.104
1074544200000.0,16690.097,15898.8,15107.503
1074630600000.0,16675.936,15912.25,15148.564
1074889800000.0,16656.304,15926.5,15196.696
1074976200000.0,16623.833,15943.05,15262.267
1075062600000.0,16580.313,15959.7,15339.087
1075149000000.0,16615.287,15946.4,15277.513
1075235400000.0,16649.361,15930.9,15212.439
1075494600000.0,16662.812,15886.9,15110.988
1075581000000.0,16801.521,15811.25,14820.979
1075753800000.0,16810.689,15708.55,14606.411
1075840200000.0,16812.321,15615.3,14418.279
1076099400000.0,16819.371,15513.8,14208.229
1076185800000.0,16805.811,15408.7,14011.589
1076272200000.0,16759.475,15304.2,13848.925
1076704200000.0,16687.453,15200.5,13713.547
1076790600000.0,16595.037,15093.05,13591.063
1076877000000.0,16475.84,14983.8,13491.76
1076963400000.0,16325.284,14874.5,13423.716
1077049800000.0,16127.854,14776.45,13425.046
1077309000000.0,16003.992,14702.4,13400.808
1077395400000.0,15862.071,14628.6,13395.129
1077481800000.0,15710.667,14557.5,13404.333
1077568200000.0,15541.734,14494.25,13446.766
1077654600000.0,15355.629,14432.95,13510.271
1077913800000.0,15147.051,14373.65,13600.249
1078000200000.0,14995.383,14330.35,13665.317
1078259400000.0,14824.307,14293.95,13763.593
1078518600000.0,14593.06,14258.2,13923.34
1078605000000.0,14627.252,14266.2,13905.148
1078691400000.0,14734.132,14288.15,13842.168
1078777800000.0,14821.08,14310.0,13798.92
1078864200000.0,14910.823,14343.65,13776.477
1079123400000.0,14993.867,14384.0,13774.133
1079209800000.0,15178.289,14446.75,13715.211
1079296200000.0,15350.879,14514.7,13678.521
1079382600000.0,15567.875,14602.0,13636.125
1079469000000.0,15961.907,14728.6,13495.293
1080329400000.0,16371.856,14873.6,13375.344
1080415800000.0,16959.574,15049.5,13139.426
1080502200000.0,17597.171,15254.6,12912.029
1080588600000.0,18107.014,15460.45,12813.886
1080934200000.0,18505.114,15661.75,12818.386
1081020600000.0,18828.494,15852.65,12876.806
1081107000000.0,19083.118,16039.4,12995.682
1081193400000.0,19259.285,16217.15,13175.015
1081279800000.0,19553.07,16438.3,13323.53
1081539000000.0,19989.156,16698.95,13408.744
1081711800000.0,20342.162,16960.2,13578.238
1081798200000.0,20542.889,17193.45,13844.011
1081884600000.0,20695.156,17410.25,14125.344
1082143800000.0,20771.774,17623.05,14474.326
1082230200000.0,20772.377,17831.05,14889.723
1083353400000.0,20653.323,18016.7,15380.077
1083439800000.0,20523.409,18176.7,15829.991
1083526200000.0,20319.416,18328.9,16338.384
1083612600000.0,20069.528,18463.5,16857.472
1083699000000.0,19892.04,18555.55,17219.06
1083958200000.0,19730.212,18622.25,17514.288
1084044600000.0,19694.16,18646.0,17597.84
1084131000000.0,19698.81,18637.3,17575.79
1084217400000.0,19708.321,18622.5,17536.679
1084303800000.0,19715.964,18612.15,17508.336
1084563000000.0,19721.714,18605.2,17488.686
1084649400000.0,19727.278,18599.8,17472.322
1084735800000.0,19725.049,18601.35,17477.651
1084822200000.0,19720.781,18553.85,17386.919
1084908600000.0,19537.202,18459.9,17382.598
1085167800000.0,19307.959,18360.45,17412.941
1085254200000.0,19164.689,18282.65,17400.611
1085340600000.0,19007.614,18208.25,17408.886
1085427000000.0,18852.225,18131.95,17411.675
1085513400000.0,18685.879,18057.35,17428.821
1085772600000.0,18633.425,17993.45,17353.475
1085859000000.0,18574.177,17932.5,17290.823
1085945400000.0,18508.107,17874.45,17240.793
1086031800000.0,18433.934,17818.3,17202.666
1086118200000.0,18366.644,17767.0,17167.356
1086377400000.0,18315.892,17722.8,17129.708
1086463800000.0,18255.442,17679.3,17103.158
1086550200000.0,18191.805,17637.55,17083.295
1086636600000.0,18144.517,17597.85,17051.183
1086723000000.0,18080.768,17563.5,17046.232
1086982200000.0,18007.136,17529.2,17051.264
1087068600000.0,17934.241,17497.45,17060.659
